epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,2184.19,0.48218,0.48957,0.93651,0.94223,0.9808,0.98235,0.91721,0.38219,0.31145,0.85416,0.008614,0.008614,0.008614
16,2329.24,0.47054,0.46857,0.92822,0.96249,0.97575,0.98932,0.92746,0.38105,0.30811,0.85127,0.008515,0.008515,0.008515
17,2474.34,0.46295,0.46182,0.92809,0.97265,0.96077,0.9898,0.9252,0.3817,0.30552,0.85092,0.008416,0.008416,0.008416
18,2619.28,0.4665,0.45799,0.92423,0.95477,0.98081,0.98838,0.92991,0.36422,0.29085,0.84006,0.008317,0.008317,0.008317
19,2764.14,0.45735,0.45022,0.92053,0.9581,0.96596,0.99148,0.93064,0.36709,0.29996,0.84408,0.008218,0.008218,0.008218
20,2909.13,0.45046,0.4449,0.91662,0.95632,0.98396,0.99173,0.93639,0.36023,0.28003,0.8483,0.008119,0.008119,0.008119
21,3054.12,0.45076,0.42538,0.91961,0.96966,0.98945,0.99439,0.94311,0.3478,0.26046,0.83664,0.00802,0.00802,0.00802
22,3199.02,0.44112,0.41064,0.91565,0.96842,0.97976,0.99402,0.93751,0.35913,0.26876,0.84983,0.007921,0.007921,0.007921
23,3344.01,0.42986,0.40613,0.91024,0.96525,0.98894,0.99261,0.93848,0.34262,0.26195,0.83386,0.007822,0.007822,0.007822
24,3489.34,0.43256,0.40701,0.91492,0.98656,0.98307,0.99465,0.94411,0.3418,0.24472,0.83453,0.007723,0.007723,0.007723
25,3634.45,0.42502,0.38918,0.9139,0.98485,0.99225,0.99451,0.94675,0.33544,0.24282,0.83422,0.007624,0.007624,0.007624
26,3779.4,0.42131,0.38005,0.90921,0.987,0.98589,0.9945,0.94676,0.33045,0.23756,0.83075,0.007525,0.007525,0.007525
27,3924.36,0.41776,0.37685,0.90624,0.98262,0.98585,0.99163,0.94389,0.33312,0.23152,0.83667,0.007426,0.007426,0.007426
28,4069.56,0.40881,0.37499,0.90681,0.98625,0.99116,0.99456,0.94816,0.32824,0.21601,0.82862,0.007327,0.007327,0.007327
29,4214.79,0.41217,0.36806,0.90269,0.97547,0.98492,0.99183,0.94707,0.32085,0.22233,0.82619,0.007228,0.007228,0.007228
30,4359.87,0.40363,0.35924,0.9032,0.97134,0.99561,0.99427,0.94847,0.32845,0.2272,0.82824,0.007129,0.007129,0.007129
31,4504.87,0.40376,0.35519,0.90329,0.98709,0.98587,0.99409,0.94663,0.33097,0.21944,0.827,0.00703,0.00703,0.00703
32,4649.72,0.39934,0.35178,0.8921,0.98617,0.98883,0.99442,0.94713,0.3278,0.21424,0.83153,0.006931,0.006931,0.006931
33,4794.95,0.39657,0.34744,0.89709,0.98561,0.99129,0.99492,0.94907,0.31951,0.21443,0.82702,0.006832,0.006832,0.006832
34,4940.27,0.39591,0.34629,0.8965,0.99166,0.98879,0.99422,0.9508,0.3178,0.21569,0.82409,0.006733,0.006733,0.006733
35,5085.48,0.39374,0.34525,0.89715,0.98341,0.99178,0.99267,0.94868,0.31579,0.20695,0.82497,0.006634,0.006634,0.006634
36,5230.7,0.39174,0.33751,0.89568,0.98966,0.99807,0.995,0.95252,0.32183,0.19819,0.8236,0.006535,0.006535,0.006535
37,5376,0.39325,0.33634,0.89355,0.98878,0.98733,0.9927,0.95014,0.31171,0.21987,0.82296,0.006436,0.006436,0.006436
38,5521.21,0.38186,0.33246,0.88995,0.98026,0.99429,0.99332,0.94995,0.30659,0.20428,0.81935,0.006337,0.006337,0.006337
39,5666.51,0.38178,0.32402,0.89033,0.98372,0.99124,0.99383,0.95257,0.31268,0.21063,0.82105,0.006238,0.006238,0.006238
40,5811.98,0.3756,0.3226,0.89109,0.98411,0.99566,0.995,0.95563,0.30217,0.20011,0.81763,0.006139,0.006139,0.006139
41,5957.54,0.37621,0.31714,0.88775,0.98916,0.99624,0.99495,0.9552,0.30814,0.19064,0.82188,0.00604,0.00604,0.00604
42,6102.95,0.37134,0.31345,0.88819,0.98395,0.9873,0.99302,0.95186,0.29961,0.19989,0.81745,0.005941,0.005941,0.005941
43,6248.22,0.373,0.3127,0.88776,0.98925,0.99184,0.995,0.95305,0.30106,0.18746,0.8185,0.005842,0.005842,0.005842
44,6393.65,0.36695,0.30353,0.88267,0.98776,0.99612,0.99329,0.95529,0.30216,0.18503,0.81694,0.005743,0.005743,0.005743
45,6539.24,0.36821,0.30564,0.88668,0.99013,0.99789,0.99335,0.95363,0.2993,0.1916,0.8164,0.005644,0.005644,0.005644
46,6684.63,0.36579,0.30613,0.88451,0.98996,0.99746,0.99388,0.95879,0.29344,0.17951,0.81206,0.005545,0.005545,0.005545
47,6829.99,0.36952,0.30801,0.88606,0.9892,0.99807,0.99479,0.95784,0.29432,0.17776,0.81226,0.005446,0.005446,0.005446
48,6975.51,0.36399,0.30072,0.88459,0.98832,0.99783,0.99368,0.95692,0.29629,0.18042,0.81284,0.005347,0.005347,0.005347
49,7120.64,0.36123,0.29477,0.8856,0.99193,0.99702,0.99493,0.95842,0.2871,0.17335,0.80735,0.005248,0.005248,0.005248
50,7265.68,0.35668,0.28849,0.88292,0.98537,0.99898,0.995,0.95611,0.29653,0.17744,0.81555,0.005149,0.005149,0.005149
51,7410.63,0.35905,0.29062,0.88367,0.99007,0.99697,0.99498,0.95959,0.29065,0.17367,0.81115,0.00505,0.00505,0.00505
52,7555.89,0.35075,0.2839,0.88112,0.98709,0.99984,0.99498,0.95866,0.28869,0.16754,0.80953,0.004951,0.004951,0.004951
53,7701.14,0.34998,0.28696,0.87999,0.99154,0.99074,0.99436,0.96016,0.28806,0.16729,0.80969,0.004852,0.004852,0.004852
54,7846.33,0.35159,0.28366,0.87954,0.98771,0.99937,0.995,0.96168,0.28517,0.16531,0.80723,0.004753,0.004753,0.004753
55,7991.39,0.34517,0.2746,0.87263,0.99166,0.99787,0.995,0.96415,0.28168,0.16332,0.80447,0.004654,0.004654,0.004654
56,8136.69,0.34493,0.27517,0.87546,0.99168,0.99615,0.995,0.96137,0.28023,0.16148,0.80601,0.004555,0.004555,0.004555
57,8281.89,0.34388,0.27591,0.87373,0.98955,0.99702,0.995,0.96361,0.27834,0.16181,0.80387,0.004456,0.004456,0.004456
58,8427.15,0.34391,0.27165,0.87374,0.99084,0.99889,0.995,0.96529,0.2768,0.16112,0.80461,0.004357,0.004357,0.004357
59,8572.63,0.33733,0.26372,0.87265,0.99026,1,0.995,0.96261,0.27797,0.15635,0.80487,0.004258,0.004258,0.004258
60,8717.94,0.33577,0.25931,0.87086,0.98676,1,0.995,0.96483,0.27608,0.15769,0.80207,0.004159,0.004159,0.004159
61,8863.04,0.32782,0.25803,0.86803,0.98996,1,0.995,0.96611,0.27576,0.15555,0.80206,0.00406,0.00406,0.00406
62,9008.6,0.3401,0.26025,0.87467,0.9886,0.99912,0.995,0.96508,0.27555,0.15785,0.80418,0.003961,0.003961,0.003961
63,9153.54,0.33785,0.26057,0.86973,0.99011,0.99537,0.995,0.96451,0.27596,0.1557,0.80357,0.003862,0.003862,0.003862
64,9298.58,0.33013,0.25944,0.86868,0.99179,0.99896,0.995,0.96434,0.27227,0.15627,0.8038,0.003763,0.003763,0.003763
65,9443.77,0.32558,0.25455,0.86963,0.99051,1,0.995,0.96432,0.27522,0.15408,0.80786,0.003664,0.003664,0.003664
66,9588.96,0.32927,0.25402,0.87219,0.99115,0.99927,0.99457,0.96333,0.27226,0.15132,0.80495,0.003565,0.003565,0.003565
67,9734,0.3237,0.24591,0.87133,0.99138,0.99981,0.995,0.9692,0.27169,0.151,0.8044,0.003466,0.003466,0.003466
68,9878.97,0.32158,0.24915,0.86749,0.99127,0.99976,0.995,0.96866,0.27088,0.14825,0.80187,0.003367,0.003367,0.003367
69,10024.1,0.31828,0.24028,0.86436,0.99151,0.99967,0.995,0.96731,0.26944,0.14765,0.80227,0.003268,0.003268,0.003268
70,10169.1,0.31983,0.24257,0.86627,0.99219,0.99789,0.995,0.96723,0.26805,0.14769,0.79961,0.003169,0.003169,0.003169
71,10314.1,0.31702,0.24142,0.86717,0.99196,1,0.995,0.96877,0.2673,0.14278,0.79925,0.00307,0.00307,0.00307
72,10459.4,0.31783,0.23883,0.86489,0.99044,0.99959,0.995,0.96924,0.26576,0.14286,0.80034,0.002971,0.002971,0.002971
73,10604.9,0.31328,0.23446,0.86257,0.99106,0.99877,0.995,0.96932,0.26229,0.1422,0.79476,0.002872,0.002872,0.002872
74,10750.1,0.31298,0.23501,0.85955,0.99127,0.99965,0.995,0.96871,0.25974,0.14225,0.79212,0.002773,0.002773,0.002773
75,10895.9,0.3077,0.23063,0.85977,0.99146,1,0.995,0.96998,0.25969,0.14011,0.79389,0.002674,0.002674,0.002674
76,11041.4,0.30558,0.22634,0.85791,0.99049,1,0.995,0.96908,0.26017,0.13968,0.79448,0.002575,0.002575,0.002575
77,11186.6,0.30325,0.22284,0.85781,0.99024,1,0.995,0.97059,0.26032,0.1398,0.79645,0.002476,0.002476,0.002476
78,11332.1,0.30271,0.22339,0.85869,0.98924,0.9995,0.995,0.96976,0.25886,0.13912,0.79436,0.002377,0.002377,0.002377
79,11477.8,0.30018,0.22588,0.86166,0.98768,0.99866,0.995,0.97048,0.25836,0.14061,0.79519,0.002278,0.002278,0.002278
80,11623.1,0.30163,0.22174,0.86043,0.99253,0.99994,0.995,0.97077,0.26176,0.14048,0.79682,0.002179,0.002179,0.002179
81,11768.6,0.3011,0.21885,0.85891,0.99252,0.99924,0.995,0.96989,0.26154,0.13927,0.79564,0.00208,0.00208,0.00208
82,11914.1,0.29639,0.21547,0.85628,0.99271,0.99908,0.995,0.97104,0.25827,0.13855,0.79487,0.001981,0.001981,0.001981
83,12059.9,0.29462,0.21364,0.85725,0.99093,0.99877,0.99442,0.97066,0.25749,0.13841,0.79351,0.001882,0.001882,0.001882
84,12205.1,0.29297,0.21339,0.85591,0.99225,0.99967,0.995,0.97158,0.25677,0.13607,0.79353,0.001783,0.001783,0.001783
85,12350.4,0.29115,0.21049,0.85571,0.99147,0.99981,0.995,0.97166,0.25615,0.13501,0.7953,0.001684,0.001684,0.001684
86,12495.7,0.29116,0.21073,0.85698,0.99209,1,0.995,0.97105,0.25328,0.13357,0.7941,0.001585,0.001585,0.001585
87,12640.8,0.28385,0.20575,0.85246,0.99155,1,0.99493,0.97203,0.25215,0.13433,0.79233,0.001486,0.001486,0.001486
88,12786.2,0.28547,0.20516,0.85467,0.99125,1,0.995,0.97209,0.25008,0.1336,0.79092,0.001387,0.001387,0.001387
89,12931.3,0.28298,0.20168,0.85454,0.99219,1,0.995,0.9716,0.25056,0.13273,0.7905,0.001288,0.001288,0.001288
90,13076.6,0.27806,0.19724,0.85038,0.9924,1,0.995,0.97238,0.2503,0.13067,0.79206,0.001189,0.001189,0.001189
91,13223.4,0.24032,0.14196,0.8017,0.99145,1,0.995,0.97191,0.25113,0.13088,0.79107,0.00109,0.00109,0.00109
92,13368.7,0.23657,0.13963,0.80138,0.99189,1,0.995,0.97153,0.25026,0.1304,0.78944,0.000991,0.000991,0.000991
93,13513.6,0.23583,0.13789,0.80359,0.99228,1,0.995,0.97248,0.24797,0.1298,0.78949,0.000892,0.000892,0.000892
94,13658.8,0.23367,0.1372,0.7992,0.99267,1,0.995,0.97336,0.24634,0.12961,0.78871,0.000793,0.000793,0.000793
95,13803.9,0.23077,0.1341,0.79963,0.99165,0.99947,0.99499,0.97329,0.24614,0.12946,0.78847,0.000694,0.000694,0.000694
96,13948.8,0.22851,0.13176,0.80117,0.99324,1,0.995,0.97351,0.24558,0.12895,0.78836,0.000595,0.000595,0.000595
97,14094,0.22576,0.13137,0.80006,0.99303,1,0.995,0.97389,0.24565,0.12723,0.78761,0.000496,0.000496,0.000496
98,14238.8,0.22431,0.12932,0.79771,0.99375,1,0.995,0.97354,0.2448,0.127,0.78777,0.000397,0.000397,0.000397
99,14383.9,0.22193,0.12655,0.7962,0.99343,1,0.995,0.97398,0.24373,0.12615,0.78701,0.000298,0.000298,0.000298
100,14529,0.22048,0.12512,0.79967,0.9939,1,0.995,0.97349,0.24333,0.12656,0.78665,0.000199,0.000199,0.000199
